COUNTY_NAME,MUNICIPALITY,MUNICIPALITY_NAME,VOTINGDISTRICT,VOTINGDISTRIC_NAME,VALID_VOTES,VOTES,ELIGIBLE_VOTERS,ELECTION_PARTICIPATION,M,C,L,KD,S,V,MP,SD,FI,AfS,BLANK
Stockholms län,0139,Upplands-Bro,01390103,Upplands-Bro Finnsta,833,837,1148,72.91,13.09,4.08,2.64,4.08,41.78,10.92,1.68,19.81,0.48,0.36,0.24
Stockholms län,0139,Upplands-Bro,01390104,Upplands-Bro Kockbacka,1564,1569,1836,85.46,25.32,5.88,6.01,8.95,25.26,5.95,2.43,18.93,0.38,0.13,0.32
Stockholms län,0139,Upplands-Bro,01390105,Upplands-Bro Låssa,898,906,1014,89.35,22.61,11.02,6.46,10.13,16.37,4.12,4.79,22.72,0.45,0.67,0.77
Stockholms län,0139,Upplands-Bro,01390305,Upplands-Bro Kungsängen S,1541,1551,1867,83.07,22.19,5.84,6.62,7.72,29.53,5.71,3.37,17.46,0.52,0.19,0.64
Stockholms län,0139,Upplands-Bro,01390306,Upplands-Bro Sylta/Tibble V,1393,1401,1564,89.58,25.48,6.96,6.53,9.48,22.68,4.38,5.1,18.23,0.14,0.36,0.57
Stockholms län,0139,Upplands-Bro,01390307,Upplands-Bro Lennartsnäs-Tibble Ö,1143,1160,1468,79.02,20.47,5.95,4.2,6.82,29.05,6.65,2.89,21.52,0.44,0.44,1.38
Stockholms län,0139,Upplands-Bro,01390308,Upplands-Bro Norrboda,890,897,1052,85.27,31.69,6.63,7.98,6.29,19.1,6.63,3.15,16.63,0.34,0.56,0.67
Stockholms län,0139,Upplands-Bro,01390309,Upplands-Bro Kungsängen N-Stäksön,1296,1306,1610,81.12,20.83,5.94,5.94,8.56,28.16,7.33,4.32,17.05,0.39,0.39,0.69
Stockholms län,0139,Upplands-Bro,01390310,Upplands-Bro Brunna N,1208,1220,1381,88.34,30.46,6.04,6.21,7.28,21.36,5.22,2.48,19.37,0.25,0.41,0.82
Stockholms län,0139,Upplands-Bro,01390311,Upplands-Bro Brunna S,1170,1178,1387,84.93,27.78,4.7,5.3,6.75,23.68,4.96,2.22,23.25,0.26,0.43,0.59
Stockholms län,0139,Upplands-Bro,01390312,Upplands-Bro Tibble N,795,801,945,84.76,18.24,5.66,5.16,7.92,32.58,7.67,3.14,17.86,0.13,0.5,0.75
Stockholms län,0139,Upplands-Bro,01390512,Upplands-Bro Håtuna-Håbo-Tibble,1099,1112,1313,84.69,28.75,5.82,4.82,8.28,16.01,4.09,1.82,29.12,0.27,0.27,1.17
Stockholms län,0140,Nykvarn,01400136,Turinge,1393,1404,1643,85.45,27.42,7.97,4.38,5.6,20.24,3.59,3.66,25.99,0.43,0.36,0.71
Stockholms län,0140,Nykvarn,01400137,Gammeltorp-Hökmossen,1553,1570,1814,86.55,24.92,6.05,4.89,5.28,27.37,3.67,2.83,24.6,0.06,0.19,0.89
Stockholms län,0140,Nykvarn,01400138,Stensborg-Brokvarn,1372,1387,1550,89.48,28.21,6.92,3.28,6.12,23.18,3.13,2.92,25.36,0.07,0.29,1.08
Stockholms län,0140,Nykvarn,01400139,Lillhaga-Sandtorp,1295,1309,1439,90.97,30.58,8.11,6.18,6.87,22.86,2.78,2.24,19.61,0.23,0.31,0.99
Stockholms län,0140,Nykvarn,01400234,Taxinge,987,999,1177,84.88,24.82,9.83,4.05,6.18,17.33,4.05,3.24,28.47,0.41,0.61,1.2
Stockholms län,0160,Täby,01600101,Täby 1 Täby kyrkby,1100,1105,1241,89.04,37.45,10.91,9.45,11.55,11.82,2.18,5.09,10.64,0.27,0.09,0.36
Stockholms län,0160,Täby,01600102,Täby 2 Runborg,1252,1258,1401,89.79,36.26,12.14,10.78,8.07,13.82,2.32,4.55,10.94,0.32,0.24,0.48
Stockholms län,0160,Täby,01600103,Täby 3 Byle,1326,1328,1432,92.74,38.61,11.92,10.71,6.94,11.61,2.26,3.77,12.82,,0.68,0.15
Stockholms län,0160,Täby,01600104,Täby 4 Midgård,1379,1392,1561,89.17,29.66,11.17,11.46,7.83,17.26,4.28,4.86,12.26,0.36,0.22,0.72
Stockholms län,0160,Täby,01600105,Täby 5 Vallatorp Södra,1120,1127,1272,88.6,42.86,10.09,11.52,8.48,10.09,1.61,2.68,11.7,,0.27,0.53
Stockholms län,0160,Täby,01600106,Täby 6 Vallatorp Norra,1093,1096,1225,89.47,36.14,10.89,12.81,8.14,14,2.74,4.57,9.97,0.27,0.37,0.27
Stockholms län,0160,Täby,01600107,Täby 7 Visinge,989,995,1095,90.87,35.69,10.92,13.25,8.8,12.64,2.63,3.94,10.41,0.2,0.2,0.5
Stockholms län,0160,Täby,01600108,Täby 8 Erikslund m.fl.,1121,1128,1269,88.89,32.47,12.13,12.49,9.1,13.74,3.21,5.26,10.79,,0.18,0.62
Stockholms län,0160,Täby,01600109,Täby 9 Skarpäng norra,1400,1405,1539,91.29,37,12.29,11.86,9.29,11.64,1.86,3.29,11.36,0.21,0.57,0.28
Stockholms län,0160,Täby,01600110,Täby 10  Ellapark,1525,1526,1645,92.77,40.13,12.59,12.46,9.05,9.31,2.1,3.34,10.36,0.13,0.2,0.07
Stockholms län,0160,Täby,01600111,"Täby 11 Ensta, Kullagränd",1242,1247,1526,81.72,37.6,9.82,11.84,8.21,13.37,2.66,4.67,10.47,0.32,0.32,0.32
Stockholms län,0160,Täby,01600112,Täby 12 Åkerbyvägen,1245,1252,1471,85.11,27.23,9.16,8.51,8.76,22.09,4.02,2.81,16.14,0.56,0.08,0.56
Stockholms län,0160,Täby,01600113,Täby 13 Skarpäng södra,1011,1011,1220,82.87,38.08,12.07,12.76,7.32,10.29,2.18,4.55,11.67,0.2,0.1,
Stockholms län,0160,Täby,01600114,Täby 14  Ellagård västra,1220,1223,1387,88.18,37.21,10.49,12.05,9.02,13.77,2.13,4.75,9.67,0.16,,0.16
Stockholms län,0160,Täby,01600115,Täby 15 Ellagård norra,1065,1068,1165,91.67,35.21,13.9,14.65,7.98,12.68,2.35,4.51,7.98,0.19,0.19,0.19
Stockholms län,0160,Täby,01600116,Täby 16 Roslags-Näsby norra,912,914,1098,83.24,33.88,11.51,10.31,7.35,16.12,4.71,3.84,10.75,0.22,0.44,0.22
Stockholms län,0160,Täby,01600117,Täby 17 Täby centrum,1516,1527,1832,83.35,34.89,7.59,8.31,8.58,21.37,1.52,2.57,13.65,0.07,0.59,0.59
Stockholms län,0160,Täby,01600118,Täby 18 Näsbydal,933,944,1129,83.61,27.22,10.08,10.83,8.9,20.26,3.75,3.64,13.72,0.64,0.43,1.06
Stockholms län,0160,Täby,01600119,Täby 19 Roslags Näsby södra,848,852,993,85.8,37.62,15.33,11.32,7.08,10.5,2.71,4.72,9.08,0.47,0.35,0.35
Stockholms län,0160,Täby,01600120,"Täby 20 Arninge, Ullna",609,614,668,91.92,37.93,12.81,12.32,8.21,11.33,3.12,4.11,9.36,,0.16,0.65
Stockholms län,0160,Täby,01600121,Täby 21 Löttingelund,668,669,750,89.2,40.42,11.23,11.38,9.13,10.48,2.1,2.99,11.38,0.3,0.15,
Stockholms län,0160,Täby,01600122,Täby 22 Gribbylund norra,956,959,1048,91.51,39.96,9.73,10.36,9.73,12.24,1.26,4.5,10.67,0.21,0.63,0.31
Stockholms län,0160,Täby,01600123,"Täby 23 Gribbylund västra, Myrängen",1459,1470,1645,89.36,36.39,13.02,10.76,8.64,12.34,2.6,4.04,11.03,0.21,0.14,0.75
Stockholms län,0160,Täby,01600124,Täby 24 Gribbylunds centrum,821,827,1031,80.21,25.46,6.46,4.75,5.48,27.28,7.06,4.38,17.17,0.49,0.49,0.73
Stockholms län,0160,Täby,01600125,Täby 25 Marknadsvägen,1114,1130,1359,83.15,28.55,7.9,8.8,5.21,23.61,5.21,3.32,15.35,0.99,0.27,1.15
Stockholms län,0160,Täby,01600126,Täby 26 Gribbylund södra,1301,1307,1461,89.46,37.43,12.53,10.38,7.76,13.07,2.38,4.15,11.15,0.38,0.23,0.31
Stockholms län,0160,Täby,01600127,"Täby 27 Grindtorp södra, Annexet",1029,1038,1312,79.12,26.82,7,9.82,4.86,22.45,6.51,4.57,16.72,0.19,0.39,0.87
Stockholms län,0160,Täby,01600128,Täby 28 Grindtorp norra,1386,1393,1663,83.76,32.61,10.1,8.37,7.58,18.54,4.18,4.76,12.77,0.22,0.22,0.43
Stockholms län,0160,Täby,01600129,Täby 29 Viggbyholm västra,906,913,1064,85.81,29.25,8.83,9.27,6.4,19.65,5.41,3.97,14.9,0.88,0.44,0.77
Stockholms län,0160,Täby,01600130,Täby 30 Viggbyholm norra,1162,1165,1303,89.41,41.39,12.91,10.24,10.59,9.47,2.84,4.48,7.14,,0.34,0.17
Stockholms län,0160,Täby,01600131,Täby 31 Hägernäs norra,1285,1296,1565,82.81,22.57,9.81,7.39,6.77,22.18,7.94,5.76,15.8,0.31,0.31,0.77
Stockholms län,0160,Täby,01600132,"Täby 32 Lahäll, Näsbygård",1531,1533,1730,88.61,40.63,11.17,13.91,9.47,8.49,2.35,4.11,8.43,0.2,0.39,0.07
Stockholms län,0160,Täby,01600133,Täby 33 Norskogen m.fl.,1267,1273,1570,81.08,33.54,9.55,7.34,7.89,18.86,6.08,3.71,11.44,0.16,0.47,0.47
Stockholms län,0160,Täby,01600134,Täby 34 Näsbyparks centrum,1314,1324,1525,86.82,42.24,9.82,9.51,9.13,10.35,2.66,3.42,11.34,0.3,0.38,0.76
Stockholms län,0160,Täby,01600135,Täby 35 Näsbypark östra,1170,1172,1322,88.65,46.41,13.85,11.71,9.57,5.38,1.11,3.25,7.95,0.09,0.26,0.17
Stockholms län,0160,Täby,01600136,Täby 36 Viggbyholm södra,1404,1411,1776,79.45,40.38,11.25,12.18,8.4,9.83,2.71,3.13,11.11,,0.36,0.5
Stockholms län,0160,Täby,01600137,Täby 37 Hägernäs södra,1244,1245,1398,89.06,39.95,10.69,9,10.29,11.25,2.41,2.49,12.14,0.32,0.56,0.08
Stockholms län,0160,Täby,01600138,Täby 38 Slottsparken m.fl.,1311,1312,1466,89.5,43.33,11.82,12.74,11.98,5.8,1.68,3.51,7.86,,0.46,0.08
Stockholms län,0162,Danderyd,01620101,Gamla Enebyberg,1089,1091,1219,89.5,40.13,14.51,13.96,8.36,7.44,1.29,2.66,10.01,0.73,0.18,0.18
Stockholms län,0162,Danderyd,01620102,Sätra Äng,983,989,1153,85.78,34.99,13.43,13.22,9.97,9.16,1.73,3.76,12.11,0.2,0.61,0.51
Stockholms län,0162,Danderyd,01620103,Klingsta,1161,1166,1336,87.28,38.93,13.87,13.09,9.73,7.92,1.72,4.74,8.79,0.09,0.26,0.34
Stockholms län,0162,Danderyd,01620104,Kevinge Strand-Charlottenberg,1145,1148,1310,87.63,37.73,9.78,9.17,9.78,13.1,2.79,4.8,11.35,0.26,0.35,0.17
Stockholms län,0162,Danderyd,01620105,Kevinge-Mörbyskogen,954,959,1119,85.7,32.29,9.22,11.43,8.91,13.73,4.72,5.03,12.68,0.42,0.73,0.31
Stockholms län,0162,Danderyd,01620106,Berga-Rinkeby,1182,1186,1430,82.94,35.62,11.68,10.58,9.05,11.25,4.48,4.06,11.42,0.17,0.42,0.25
Stockholms län,0162,Danderyd,01620107,Mörby,777,780,1221,63.88,36.68,9.4,9.4,9.4,13.9,2.57,4.12,11.97,1.03,0.26,0.38
Stockholms län,0162,Danderyd,01620108,Nora,1148,1150,1269,90.62,41.46,15.33,14.02,10.02,4.44,0.96,4.27,8.28,0.26,0.35,0.17
Stockholms län,0162,Danderyd,01620109,Anneberg,1106,1109,1264,87.74,40.6,13.65,14.2,9.04,7.96,2.26,2.62,8.77,0.18,0.18,0.18
Stockholms län,0162,Danderyd,01620110,Norra Djursholm,1028,1031,1228,83.96,46.5,8.17,9.44,12.16,5.93,0.88,1.75,13.91,0.29,0.39,0.19
Stockholms län,0162,Danderyd,01620111,Mellersta Djursholm,877,881,1032,85.37,54.62,6.5,8.55,13.34,3.31,1.03,2.28,9.46,0.23,0.11,0.45
Stockholms län,0162,Danderyd,01620112,Djursholms Ekeby,934,934,1093,85.45,39.4,10.39,11.24,9.21,8.57,2.25,4.71,13.06,,0.11,
Stockholms län,0162,Danderyd,01620113,Långängen-Tranholmen,1059,1065,1220,87.3,44.76,10.95,10.95,10.58,5.29,2.46,3.59,10.76,0.09,0.09,0.56
Stockholms län,0162,Danderyd,01620114,Stocksund,984,986,1140,86.49,45.02,11.89,11.89,11.48,6.5,2.13,3.56,5.89,0.3,,0.2
Stockholms län,0162,Danderyd,01620115,Svalnäs,942,942,1092,86.26,51.38,8.7,8.17,13.69,3.18,0.53,2.23,11.57,,0.21,
Stockholms län,0162,Danderyd,01620116,Södra Djursholm,927,929,1040,89.33,56.31,8.95,8.52,12.08,2.27,0.54,1.19,9.6,,0.22,0.22
Stockholms län,0162,Danderyd,01620117,Djursholms Ösby,987,991,1121,88.4,48.63,12.16,10.54,11.55,2.43,1.22,3.55,8.71,0.1,0.3,0.4
Stockholms län,0162,Danderyd,01620118,Sikreno,1079,1079,1239,87.09,43.47,10.1,12.97,11.49,6.95,2.41,3.8,7.97,0.19,0.37,
Stockholms län,0162,Danderyd,01620119,Inverness,825,828,1037,79.85,26.06,10.42,8.48,7.52,19.27,9.58,4.12,11.88,0.61,0.61,0.24
Stockholms län,0162,Danderyd,01620120,Västra Enebyberg,1199,1200,1328,90.36,40.45,11.34,13.76,9.92,9.34,1.33,3.92,8.76,0.42,0.17,0.08
Stockholms län,0163,Sollentuna,01630110,10 Norra Rotebro,1068,1069,1207,88.57,26.5,11.33,9.18,8.05,18.91,5.62,6.84,12.45,0.19,0.28,0.09
Stockholms län,0163,Sollentuna,01630111,11 Gillbo-Gillberga,1251,1255,1351,92.89,31.57,10.95,9.43,8.87,16.47,3.76,5.6,12.07,0.24,0.24,0.32
Stockholms län,0163,Sollentuna,01630112,12 Södra Rotebro,818,826,1063,77.7,12.59,4.77,4.77,5.26,35.7,12.71,4.65,17.85,0.49,0.49,0.61
Stockholms län,0163,Sollentuna,01630113,13 Rotsunda,463,470,631,74.48,18.36,7.78,6.48,6.7,29.16,8.42,6.05,15.12,0.43,0.22,1.28
Stockholms län,0163,Sollentuna,01630114,14 Rotsunda gård,629,631,815,77.42,23.69,6.2,6.2,7,26.71,7.79,3.97,16.22,0.64,,0.32
Stockholms län,0163,Sollentuna,01630115,15 Rotsunda strand,930,936,1105,84.71,22.58,6.88,5.81,7.63,25.81,6.45,4.62,19.14,0.11,0.11,0.53
Stockholms län,0163,Sollentuna,01630121,21 Södra Viby,1181,1189,1276,93.18,32.94,14.99,9.82,7.37,15.83,2.46,4.91,11.01,0.08,0.08,0.59
Stockholms län,0163,Sollentuna,01630122,22 Norra Viby,1270,1280,1401,91.36,30.87,11.42,8.58,6.38,19.06,4.17,6.38,12.13,0.16,0.16,0.63
Stockholms län,0163,Sollentuna,01630123,23 Östra Viby,1014,1019,1148,88.76,29.98,10.95,9.66,7.3,20.81,3.55,4.83,11.74,0.3,0.39,0.39
Stockholms län,0163,Sollentuna,01630131,31 Norra Norrviken,1014,1019,1168,87.24,27.12,10.06,9.57,7.5,21.7,6.02,6.61,10.36,0.39,0.2,0.49
Stockholms län,0163,Sollentuna,01630132,32 Södra Norrviken,1279,1289,1483,86.92,32.92,12.04,11.42,9.46,14.46,3.99,4.61,9.93,0.23,0.39,0.54
Stockholms län,0163,Sollentuna,01630141,41 Vaxmora-Väsjön,1004,1008,1154,87.35,32.17,11.35,8.47,8.17,15.74,4.88,6.67,11.06,0.5,0.5,0.4
Stockholms län,0163,Sollentuna,01630142,42 Edsängen-Solängen,1289,1296,1404,92.31,32.58,12.88,10.09,7.76,15.83,4.19,6.13,9.15,0.47,0.31,0.54
Stockholms län,0163,Sollentuna,01630151,51 Norra Häggvik,1069,1080,1284,84.11,24.51,7.11,8.51,7.95,26.19,7.02,4.96,11.51,0.56,0.47,1.02
Stockholms län,0163,Sollentuna,01630152,52 Södra Häggvik,971,977,1161,84.15,24.82,7.72,9.58,6.9,23.69,5.56,4.12,16.07,0.51,0.51,0.61
Stockholms län,0163,Sollentuna,01630153,53 Skälby-Ängstorp,1015,1020,1160,87.93,23.94,11.72,10.05,7.68,20.1,5.81,7.78,11.33,0.3,0.69,0.49
Stockholms län,0163,Sollentuna,01630154,54 Nytorp,1168,1177,1308,89.98,34.93,11.13,9.85,7.45,14.13,5.14,6.93,8.99,0.17,0.43,0.68
Stockholms län,0163,Sollentuna,01630161,61 Edsbergs centrum,824,828,1172,70.65,16.5,7.04,4.49,5.95,30.22,12.01,5.34,15.78,0.36,1.21,0.48
Stockholms län,0163,Sollentuna,01630162,62 Västra Edsberg,955,964,1165,82.75,17.49,6.6,6.91,5.65,31.1,9.32,4.82,16.44,0.31,0.63,0.93
Stockholms län,0163,Sollentuna,01630163,63 Östra Edsberg,835,844,1165,72.45,13.65,4.43,4.55,5.27,34.85,13.89,3.11,17.13,0.84,1.32,0.83
Stockholms län,0163,Sollentuna,01630164,64 Landsnora,972,976,1118,87.3,28.5,9.67,11.11,8.64,17.49,5.56,5.45,12.24,0.21,0.51,0.41
Stockholms län,0163,Sollentuna,01630165,65 Södra Edsberg,1011,1019,1202,84.78,24.23,8.8,7.02,8.8,25.02,7.22,4.75,13.16,0.2,0.4,0.79
Stockholms län,0163,Sollentuna,01630170,70 Södra Töjnan,1221,1225,1416,86.51,27.76,10.4,10.65,6.96,22.36,5.81,4.91,9.66,0.57,,0.33
Stockholms län,0163,Sollentuna,01630171,71 Norra Töjnan,1149,1155,1310,88.17,34.03,10.36,10.18,8.62,17.75,3.13,4.61,10.18,0.09,0.26,0.43
Stockholms län,0163,Sollentuna,01630172,72 Hästhagen,984,988,1140,86.67,26.32,12.3,7.93,7.32,20.83,9.86,4.88,8.84,0.51,0.3,0.4
Stockholms län,0163,Sollentuna,01630173,73 Östra Bagarby,521,525,779,67.39,13.24,5.18,4.41,4.8,35.32,20.54,3.45,10.75,0.38,0.58,0.57
Stockholms län,0163,Sollentuna,01630174,74 Västra Bagarby,882,898,1186,75.72,17.69,3.51,4.08,4.31,37.76,18.14,3.17,9.98,0.23,0.45,1.22
Stockholms län,0163,Sollentuna,01630175,75 Fågelsången,991,993,1112,89.3,30.58,12.82,9.99,8.38,17.56,4.94,5.95,8.78,0.2,0.1,0.2
Stockholms län,0163,Sollentuna,01630176,76 Turebergs villastad,1075,1077,1200,89.75,35.81,14.79,14.33,7.63,10.14,2.6,5.21,8.37,0.19,0.28,0.19
Stockholms län,0163,Sollentuna,01630177,77 Sollentuna centrum,1056,1065,1327,80.26,31.63,9.28,9.28,6.91,20.45,6.06,5.49,9.85,0.38,,0.47
Stockholms län,0163,Sollentuna,01630178,78 Norra Bagarby,1061,1065,1332,79.95,21.77,8.67,7.26,7.92,27.52,10.18,5.28,9.9,0.57,0.38,0.38
Stockholms län,0163,Sollentuna,01630179,79 Mellersta Bagarby,724,732,1136,64.44,13.81,4.7,3.04,4.7,44.75,14.78,3.59,9.25,0.28,0.28,0.82
Stockholms län,0163,Sollentuna,01630180,80 Falkberget-Kärrdal,1299,1310,1400,93.57,34.33,11.55,12.09,9.85,15.4,3,4.16,8.78,0.15,0.38,0.61
Stockholms län,0163,Sollentuna,01630181,81 Sjöberg,1264,1271,1432,88.76,37.03,10.92,9.49,11.08,11.47,3.24,4.75,10.28,0.63,0.32,0.47
Stockholms län,0163,Sollentuna,01630182,82 Sjöbergs centrum,1024,1031,1188,86.78,20.51,7.62,9.57,8.4,22.27,7.71,5.66,16.21,0.39,0.49,0.58
Stockholms län,0163,Sollentuna,01630190,90 Edsviken,1283,1286,1398,91.99,33.98,14.65,12.16,8.81,12.08,4.13,4.6,8.42,0.31,0.08,0.23
Stockholms län,0163,Sollentuna,01630191,91 Eriksberg,1030,1032,1195,86.36,33.2,10.68,9.61,7.57,15.92,8.25,4.66,8.93,0.19,0.19,0.19
Stockholms län,0163,Sollentuna,01630192,92 Helenelunds centrum,820,823,1101,74.75,17.32,5.98,4.63,4.63,38.05,12.8,4.88,9.63,0.61,0.61,0.36
Stockholms län,0163,Sollentuna,01630193,93 Tegelhagen,1269,1272,1394,91.25,28.45,12.53,12.29,8.67,16.55,3.15,6.3,10.64,0.24,0.32,0.24
Stockholms län,0163,Sollentuna,01630194,94 Kummelby-Edsviken,1280,1282,1458,87.93,39.53,13.44,10.86,9.06,10.08,2.19,5,9.3,,0.16,0.16
Stockholms län,0163,Sollentuna,01630195,95 Silverdal,1095,1096,1152,95.14,42.19,15.16,12.33,6.85,11.05,2.28,4.66,5.11,0.18,,0.09
Stockholms län,0180,Stockholm,01800101,Domkyrko 1 Gamla stan inre,1123,1127,1436,78.48,21.46,9.17,8.1,8.73,19.06,10.95,9.08,11.93,0.62,0.09,0.18
Stockholms län,0180,Stockholm,01800102,Domkyrko 2 Gamla stan yttre,1083,1084,1285,84.36,24.65,10.43,10.34,5.63,16.16,10.9,8.86,11.45,0.37,0.09,
Stockholms län,0180,Stockholm,01800103,Domkyrko 3 Norrmalm nedre,1433,1438,1695,84.84,33.15,9.21,10.12,6.84,17.03,6.42,5.23,9.42,0.42,0.63,0.35
Stockholms län,0180,Stockholm,01800401,Johannes 1 Johannes S,885,892,1240,71.94,31.53,12.54,11.3,9.49,11.98,5.54,4.97,10.62,0.56,1.02,0.78
Stockholms län,0180,Stockholm,01800402,Johannes 2 Vanadislunden S,1250,1256,1463,85.85,29.6,15.68,11.28,5.68,15.68,6.96,5.84,7.76,0.32,0.32,0.4
Stockholms län,0180,Stockholm,01800403,Johannes 3 Norrmalm NÖ,1096,1101,1230,89.51,29.29,11.31,10.22,10.13,16.97,6.11,5.29,9.03,0.55,0.27,0.45
Stockholms län,0180,Stockholm,01800404,Johannes 4 Kv Surbrunn mfl,1237,1246,1496,83.29,30.4,11.16,12.53,5.66,15.52,7.52,5.58,10.27,0.57,0.16,0.56
Stockholms län,0180,Stockholm,01800405,Johannes 5 Monica Zetterlunds Park,1246,1250,1448,86.33,38.36,11,12.2,8.43,11.64,3.45,3.93,9.55,0.4,0.16,0.24
Stockholms län,0180,Stockholm,01800406,Johannes 6 Vanadislunden Ö,1071,1076,1241,86.7,33.89,15.78,10.64,6.35,14.29,5.23,5.14,7.47,0.37,0.19,0.46
Stockholms län,0180,Stockholm,01800407,Johannes 7 Vanadislunden N,837,840,1026,81.87,32.26,12.54,8.72,4.54,17.32,8.12,5.85,9.56,0.24,0.48,0.36
Stockholms län,0180,Stockholm,01800408,Johannes 8 Karl Staafs Park,577,580,706,82.15,35.01,11.61,13.34,7.97,11.79,5.2,4.16,10.23,0.17,0.35,0.52
Stockholms län,0180,Stockholm,01800501,Adolf Fredrik 1 Tegnérlunden V,1042,1046,1291,81.02,36.56,12.09,11.42,5.95,13.63,6.33,6.24,6.53,0.48,0.29,0.38
Stockholms län,0180,Stockholm,01800502,Adolf Fredrik 2 Rådmansgatan mfl,1137,1144,1309,87.39,32.01,11.43,12.75,6.77,12.58,7.3,5.28,10.64,0.09,0.35,0.26
Stockholms län,0180,Stockholm,01800503,Adolf Fredrik 3 Adolf Fredriks SÖ,1083,1086,1296,83.8,31.02,10.06,12.28,7.76,16.16,5.63,5.17,10.34,0.46,0.65,0.28
Stockholms län,0180,Stockholm,01800504,Adolf Fredrik 4 Norra Bantorget,983,987,1152,85.68,30.82,11.7,10.48,5.39,18.01,7.63,5.49,9.36,0.31,0.51,0.41
Stockholms län,0180,Stockholm,01800505,Adolf Fredrik 5 Spökparken,844,846,976,86.68,37.68,11.85,11.97,5.69,13.98,3.91,5.45,8.65,,0.36,0.24
Stockholms län,0180,Stockholm,01800506,Adolf Fredrik 6 Tegnérlunden södra,991,996,1168,85.27,30.68,11.91,8.78,6.26,18.37,6.96,6.16,10.09,0.3,0.1,0.4
Stockholms län,0180,Stockholm,01800601,Gustav Vasa 1 Sabbatsberg,1192,1195,1543,77.45,26.17,12.42,7.72,5.45,19.21,10.49,7.13,9.65,0.76,0.25,0.25
Stockholms län,0180,Stockholm,01800602,Gustav Vasa 2 Luntmakarg. N mfl,1167,1175,1387,84.72,33.08,9.68,10.97,7.03,13.62,6.17,5.23,12.08,0.6,0.69,0.43
Stockholms län,0180,Stockholm,01800603,Gustav Vasa 3 Kv Riddarsporren mfl,1241,1245,1455,85.57,30.3,11.04,10.72,6.37,17.24,8.62,6.93,7.82,0.32,0.4,0.32
Stockholms län,0180,Stockholm,01800604,Gustav Vasa 4 Observatorielunden,1169,1173,1344,87.28,31.48,12.06,9.84,5.65,17.19,7.53,6.93,7.53,0.43,0.43,0.26
Stockholms län,0180,Stockholm,01800605,Gustav Vasa 5 Odenplan V,1072,1073,1222,87.81,31.72,12.59,8.77,6.44,16.88,7.65,6.34,8.58,0.47,0.09,
Stockholms län,0180,Stockholm,01800606,Gustav Vasa 6 Atlasområdet,1321,1331,1541,86.37,30.58,14.31,9.77,4.01,14.38,10.83,8.48,6.13,0.61,0.45,0.53
Stockholms län,0180,Stockholm,01800607,Gustav Vasa 7 A. Lindgrens terrass,1101,1104,1258,87.76,32.06,11.99,11.99,4.9,13.44,7.63,5.72,10.35,0.91,0.45,0.18
Stockholms län,0180,Stockholm,01800608,Gustav Vasa 8 Kv Nejlikan mfl,1168,1174,1334,88.01,36.04,11.73,10.62,5.99,15.15,5.05,4.62,8.82,0.68,0.34,0.43
Stockholms län,0180,Stockholm,01800609,Gustav Vasa 9 Odenplan NV,1265,1268,1451,87.39,32.09,11.78,10.67,7.19,17,5.77,5.85,7.91,0.4,0.47,0.16
Stockholms län,0180,Stockholm,01800701,Matteus 1 Vanadislunden V,1406,1409,1741,80.93,29.09,10.95,10.81,6.12,16.43,9.53,5.69,10.17,0.21,0.5,0.07
Stockholms län,0180,Stockholm,01800702,Matteus 2 Enkehusparken,1257,1261,1430,88.18,29.91,10.5,11.38,6.05,16.47,8.59,6.52,8.99,0.48,0.16,0.32
Stockholms län,0180,Stockholm,01800703,Matteus 3 Vanadisplan SÖ,982,985,1104,89.22,31.98,11.41,10.69,5.6,16.6,6.92,6.92,8.45,0.31,0.61,0.2
Stockholms län,0180,Stockholm,01800704,Matteus 4 Kv Sleipner-Midgård,1142,1148,1303,88.1,32.4,14.01,13.49,6.39,12.52,5.52,5.52,9.19,0.26,0.35,0.35
Stockholms län,0180,Stockholm,01800705,Matteus 5 S:t Eriksparken,1045,1051,1190,88.32,21.53,11.67,10.24,5.65,20.67,10.14,10.62,7.46,0.57,0.67,0.48
Stockholms län,0180,Stockholm,01800706,Matteus 6 Norra station,1437,1441,1677,85.93,29.51,11.48,12.04,5.43,16.91,7.86,7.38,8.07,0.35,0.21,0.28
Stockholms län,0180,Stockholm,01800707,Matteus 7 Röda bergen Ö,1125,1128,1289,87.51,30.58,13.51,12.8,5.87,16,6.31,5.96,7.38,0.53,0.36,0.27
Stockholms län,0180,Stockholm,01800708,Matteus 8 Röda bergen V,809,811,912,88.93,29.17,12.98,11.87,5.56,19.53,7.17,5.56,7.05,0.49,0.12,0.25
Stockholms län,0180,Stockholm,01800709,Matteus 9 Gästrikegatan mfl,1443,1447,1631,88.72,31.05,14.07,13.17,6.31,13.79,5.54,6.03,8.45,0.42,0.55,0.28
Stockholms län,0180,Stockholm,01800710,Matteus 10 Hälsingehöjden,1144,1154,1297,88.97,32.87,12.33,13.55,6.12,12.94,5.51,7.26,8.04,0.52,0.35,0.69
Stockholms län,0180,Stockholm,01800711,Matteus 11 S:t Eriksplan,1255,1260,1420,88.73,37.13,12.59,10.36,5.98,14.58,4.06,5.82,8.05,0.48,0.24,0.4
Stockholms län,0180,Stockholm,01800712,Matteus 12 Birkastan Ö,1121,1127,1262,89.3,33.72,14.99,12.67,5.53,12.76,5.8,5.35,7.94,0.27,0.18,0.35
